Gene,Accession,t_stat,p_value,q_value,mean_diff,cohen_d,abs_t
KIAA0197 gene; partial cds,D83781_at,2.388514962822665,0.02302287037526109,0.1414914162976175,51.68350168350169,0.6821300216540419,2.388514962822665
CRFB4 Cytokine receptor family II; member 4,Z17227_at,2.3838610666623206,0.022943509517024768,0.1414914162976175,122.44444444444446,0.662951624599953,2.3838610666623206
GNB1 Guanine nucleotide binding protein (G protein); beta polypeptide 1,X04526_at,2.3976876886907372,0.022989760213832745,0.1414914162976175,622.3569023569023,0.7055813920274043,2.3976876886907372
Fructose 6-phosphate;2-kinase/fructose 2;6-bisphosphatase,D49817_at,-2.6489847499659596,0.023072402584633507,0.14167369339005365,-773.7205387205388,-1.391818015969579,2.6489847499659596
KCNA5 Potassium voltage-gated channel; shaker-related subfamily; member 5,M55513_s_at,2.375573097715465,0.023116621816972067,0.14169114768136798,99.3872053872054,0.5915321363213779,2.375573097715465
AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),U41518_at,-2.5973207005022485,0.023134871076043246,0.14169114768136798,-193.96969696969694,-1.20881321218002,2.5973207005022485
Receptor of retinoic acid,X06614_at,-2.6008887390331483,0.023133415671845542,0.14169114768136798,-559.1683501683501,-1.2203414543399984,2.6008887390331483
GB DEF = Insulin-stimulated protein kinase 1 (ISPK-1) mRNA,U08316_at,-2.59053064090298,0.02316471383814789,0.14175214158983374,-209.32996632996628,-1.1890267018999936,2.59053064090298
IDUA Iduronidase; alpha-L-,M74715_s_at,-2.479768543981001,0.02325512190331541,0.1418184465771904,-220.23232323232332,-0.9010994945599099,2.479768543981001
Transcription Factor Btf3 Homolog (Gb:M90355),HG4518-HT4921_r_at,2.539207709706923,0.023240461670209996,0.1418184465771904,94.52861952861954,1.045487892274569,2.539207709706923
(clone SY11) golgin-95 mRNA,L06147_at,2.462483887027219,0.023242161149731128,0.1418184465771904,412.9023569023568,0.8617120043519064,2.462483887027219
TYK2 Protein-tyrosine kinase tyk2 (non-receptor),X54637_at,-2.5775520584561766,0.023197655052258508,0.1418184465771904,-257.52188552188557,-1.1510632160852765,2.5775520584561766
MME Membrane metallo-endopeptidase (neutral endopeptidase; enkephalinase; CALLA; CD10),J03779_at,2.380108126271804,0.023281774191919666,0.14185963095230367,1162.6801346801346,0.5732179746890342,2.380108126271804
mRNA-associated protein mrnp41 mRNA,U85943_at,-2.5162613745200533,0.023323924793193264,0.14199509807914157,-98.47474747474749,-0.9906522823148548,2.5162613745200533
Clathrin-like protein,D38293_at,2.4680545426315823,0.023360453544371218,0.1420961376431932,116.92255892255892,0.8787080705690693,2.4680545426315823
Cathepsin B,HG417-HT417_s_at,-2.64546387207198,0.023400432400775998,0.14221797321835644,-1505.5858585858584,-1.4062534956744253,2.64546387207198
GB DEF = Chloride channel (putative) 2139bp,Z30643_at,-2.5502584555881325,0.0234371164189473,0.142319593654749,-659.2558922558924,-1.0853954430071828,2.5502584555881325
Homeo box c1 protein; mRNA,M16937_at,-2.543209773666738,0.023498278084719066,0.14256955273698912,-78.27609427609428,-1.069111843655781,2.543209773666738
Transcript associated with monocyte to macrophage differentiation,X85750_at,2.3832505663002745,0.02361040931171546,0.14267234938808288,99.01010101010101,0.6949920010896086,2.3832505663002745
NUCLEOBINDIN PRECURSOR,U31342_at,-2.566162548329429,0.023614612235890415,0.14267234938808288,-204.6632996632996,-1.141021286570986,2.566162548329429
KIAA0260 gene; partial cds,D87449_at,2.4473140286527935,0.02359674780523047,0.14267234938808288,105.06397306397305,0.8414311535183351,2.4473140286527935
PEBP2aC1 acute myeloid leukaemia mRNA,Z35278_at,-2.4788251169463744,0.023615285773311512,0.14267234938808288,-226.8282828282828,-0.9133064599894476,2.4788251169463744
PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),L15326_s_at,-2.6504627403519816,0.02358545201946607,0.14267234938808288,-221.8181818181818,-1.4450417894200234,2.6504627403519816
RPL7A Neurotrophic tyrosine kinase; receptor; type 1,X66397_at,2.362710289972968,0.023665650993231497,0.1428555681039351,159.63636363636363,0.6105941443805165,2.362710289972968
P4HB Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55),X05130_s_at,-2.622397178625905,0.02371196730846411,0.14301405663455216,-1405.5488215488217,-1.339105533843291,2.622397178625905
ALDOA Aldolase A,X12447_at,-2.479133566198976,0.023831320100188094,0.1433935926864398,-2352.1313131313136,-0.9227221569678208,2.479133566198976
Nuclear factor NF45 mRNA,U10323_at,2.3719010505188987,0.02381453381436622,0.1433935926864398,820.0336700336698,0.6722716046259353,2.3719010505188987
Zinc finger 5 protein,D89859_at,2.403411583929092,0.023835237387211553,0.1433935926864398,44.93939393939394,0.7527333050029874,2.403411583929092
UBIQUITIN CARBOXYL-TERMINAL HYDROLASE T,U47927_at,2.3693022905007775,0.023872002887864157,0.14349368346339256,197.8989898989899,0.6670801531269412,2.3693022905007775
mRNA; clone RES4-24C; exon 1; 2; 3,AB000466_at,2.4164639553125475,0.02401139437937826,0.1442099667485995,317.003367003367,0.78842996372716,2.4164639553125475
Putative FAP protein mRNA; partial cds,U63542_at,-2.3889320454455287,0.02407884583379685,0.14434669882579745,-71.54882154882155,-0.7283136340942901,2.3889320454455287
Myosin regulatory light chain mRNA,X54304_at,2.3855833273726077,0.024064659840273717,0.14434669882579745,321.7542087542088,0.7197289857138464,2.3855833273726077
GLUL Glutamate-ammonia ligase (glutamine synthase),X96754_at,2.454938768791528,0.024094904138406363,0.14434669882579745,165.7104377104377,0.8772571030236274,2.454938768791528
Receptor protein-tyrosine kinase (HEK8) mRNA,L36645_at,2.35426279273071,0.024150851366044276,0.1445603857166496,94.68350168350167,0.6014404651634161,2.35426279273071
ARSE mRNA,X83573_at,-2.5220861147141025,0.024176815074151443,0.14459439149633022,-170.03703703703704,-1.0454847456087446,2.5220861147141025
Cysteine protease,D55696_at,2.5103598315229494,0.024199415261319353,0.14460824090355884,373.52525252525254,1.0155108522906338,2.5103598315229494
MYL2 Myosin; light polypeptide 2; regulatory; cardiac; slow,M21812_at,-2.5202496963854286,0.024337654351322187,0.14531251077937676,-220.39393939393938,-1.0483274297316962,2.5202496963854286
GB DEF = Immunoglobulin-related 14.1 protein mRNA,M27749_at,2.3671113338900502,0.02435970933431604,0.14532248355174815,659.8013468013469,0.559458326534382,2.3671113338900502
GB DEF = Retinoblastoma susceptibility protein (RB1) I66D 4 bp deletion mutant (resulting in premature stop at amino acid 134) gene; exon 4 (L11910 bases 41867-42075),L49209_s_at,2.366980952473662,0.0244283849330245,0.14561033126047795,46.62962962962963,0.687113408352331,2.366980952473662
EPS15 Epidermal growth factor receptor pathway substrate 15,Z29064_at,2.347254634209383,0.024619240832390244,0.1465557460725793,200.8888888888889,0.5897292185711076,2.347254634209383
Pur alpha extended 3'untranslated region,X91648_at,2.3982288949615165,0.024632013955165438,0.1465557460725793,45.734006734006726,0.7700422613545708,2.3982288949615165
SERINE/THREONINE-PROTEIN KINASE RECEPTOR R5 PRECURSOR,Z22535_at,2.3932141827634084,0.024648665947681666,0.1465557460725793,34.51515151515152,0.7593156161756537,2.3932141827634084
JUNB Jun B proto-oncogene,U20734_s_at,-2.6030960169519,0.024809702438032478,0.14700137381446382,-2398.3468013468014,-1.3504627647068495,2.6030960169519
Clones 23667 and 23775 zinc finger protein mRNA,U90919_at,-2.4495529281978503,0.024840112906931007,0.14700137381446382,-110.27272727272728,-0.8933284893984376,2.4495529281978503
Cyclin A/CDK2-associated p45 (Skp2) mRNA,U33761_at,2.4576884824360556,0.02478457376871261,0.14700137381446382,58.427609427609426,0.9102266071989155,2.4576884824360556
DLAT Dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),U79296_at,2.3899632181294663,0.024847335593551536,0.14700137381446382,53.525252525252526,0.7590702828279842,2.3899632181294663
GB DEF = Beaded intermediate filament protein CP115 mRNA; partial cds,U12622_at,-2.5163667123773323,0.024798234450640718,0.14700137381446382,-65.8114478114478,-1.0602118480563056,2.5163667123773323
PERFORIN 1 PRECURSOR,M31951_at,2.3967127813822464,0.024791873836456695,0.14700137381446382,177.30976430976432,0.772338222361959,2.3967127813822464
Osteomodulin,AB000114_at,2.3498338837743913,0.0249120615237384,0.1472620950271402,34.205387205387204,0.6589526533658856,2.3498338837743913
Opioid-Binding Cell Adhesion Molecule,HG4018-HT4288_at,-2.5596997741758165,0.024941764065890645,0.14729624035677394,-267.47474747474746,-1.199940728371945,2.5596997741758165
BF B-factor; properdin,L15702_at,-2.4972387338185897,0.024959160941363856,0.14729624035677394,-496.11784511784526,-1.0160088378788201,2.4972387338185897
Clone rasi-1 matrix metalloproteinase RASI-1 mRNA,X92521_at,-2.4576340717088603,0.02498205467917633,0.14730940265330691,-111.77104377104376,-0.9178560360156504,2.4576340717088603
DNA binding protein homolog (DRIL) mRNA; partial cds,U88047_at,-2.470174457897472,0.025024972907928985,0.14744052219886425,-217.80134680134682,-0.9499228966039864,2.470174457897472
CAST Calpastatin,D16217_at,-2.570136512847977,0.02520288369194393,0.14832104333634882,-370.43097643097644,-1.2532688064507633,2.570136512847977
G16 protein (g16) mRNA; partial cds,U50839_at,2.370672117967935,0.025235466302323553,0.14832104333634882,90.52861952861954,0.7284640408929601,2.370672117967935
Selenoprotein P,Z11793_at,-2.5383518250064174,0.02523683904713019,0.14832104333634882,-70.86531986531986,-1.1483677950618463,2.5383518250064174
Ras inhibitor mRNA; 3' end,M37190_at,-2.5400315792672608,0.02525792025552107,0.1483226635103869,-83.59932659932659,-1.1548822368461864,2.5400315792672608
Sds22-like mRNA,Z50749_at,2.358169833338433,0.025297897905249687,0.14838659341853497,97.01010101010101,0.7001691612278229,2.358169833338433
Fetus brain mRNA for vacuolar ATPase,D49400_at,-2.4790490330379646,0.025310435909235308,0.14838659341853497,-419.3131313131312,-0.9842645895929624,2.4790490330379646
ITPKB Inositol 1;4;5-trisphosphate 3-kinase B,X57206_at,2.345471790667717,0.025345146861083103,0.14846799669076535,198.34006734006732,0.5606686839736109,2.345471790667717
Crystallin; Beta B3 (Gb:X15144),HG2190-HT2260_at,2.4036952579703286,0.025396893780854718,0.14864897845953473,357.92929292929284,0.8093309155008277,2.4036952579703286
Phosphatidylinositol 3-kinase,Z46973_at,2.3638944130404163,0.025496271599862848,0.1490821589772495,178.95959595959596,0.5403032556012644,2.3638944130404163
Copine I mRNA,U83246_at,2.3442870943316367,0.025512727444556654,0.1490821589772495,661.9191919191919,0.6713808759998119,2.3442870943316367
PUTATIVE 60S RIBOSOMAL PROTEIN,D14660_at,2.3706077992406525,0.02566193853274336,0.14939532642942457,34.36700336700337,0.7437009644572624,2.3706077992406525
KIAA0124 gene; partial cds,D50914_at,2.3365897823682973,0.025656935599984134,0.14939532642942457,153.1010101010101,0.6540934542735309,2.3365897823682973
Hs-cul-1 mRNA,U58087_at,2.374868537401123,0.025724300956740408,0.14939532642942457,227.28619528619532,0.7557032806677156,2.374868537401123
Platelet alpha SNAP mRNA,U39412_at,-2.5546702459931345,0.025697350134015647,0.14939532642942457,-409.7239057239057,-1.2309734909910584,2.5546702459931345
Rad50 (Rad50) mRNA,U63139_at,2.335575164699234,0.025733968418478522,0.14939532642942457,38.67340067340068,0.6547463725341683,2.335575164699234
RPD3 protein,D50405_at,2.359293755279872,0.02563199620844471,0.14939532642942457,240.08417508417517,0.7158157778773355,2.359293755279872
Dihydropyrimidinase,D78011_at,-2.3940091265884456,0.0257059496579173,0.14939532642942457,-46.121212121212125,-0.7983681809614299,2.3940091265884456
Clone 23803 mRNA; partial cds,U79298_at,-2.4452062699769765,0.025700005453595298,0.14939532642942457,-60.898989898989896,-0.9162221600742215,2.4452062699769765
ACO2 Aconitase 2; mitochondrial,U80040_at,2.3485716708027624,0.0258301653897277,0.14976304376894703,185.5319865319865,0.6965568887673651,2.3485716708027624
DNA-binding protein ABP/ZF mRNA,U82613_at,2.4568997414465765,0.025839324426399895,0.14976304376894703,224.5050505050505,0.9504267546442834,2.4568997414465765
Cyclin-dependent kinase 4 (CDK4) gene,U37022_rna1_at,2.325001656928543,0.025866909555590532,0.14980113584224608,191.60942760942754,0.5896329375899046,2.325001656928543
TPP2 Tripeptidyl peptidase II,M73047_at,2.326689910340677,0.025928925432403434,0.14989596214562714,94.23232323232322,0.6316373951719896,2.326689910340677
62 kDa paraneoplastic antigen mRNA; 3' end,L02867_at,-2.501817286976982,0.025946362363263274,0.14989596214562714,-325.03703703703707,-1.075862082596277,2.501817286976982
Bcl-2 related (Bfl-1) mRNA,U29680_at,-2.6024864658052107,0.025920341869864423,0.14989596214562714,-661.3973063973064,-1.4443594396019388,2.6024864658052107
Nuclear domain 10 protein (ndp52) mRNA,U22897_at,2.3231892871242596,0.025984547947318602,0.1499950140214043,191.65656565656565,0.6154285985439442,2.3231892871242596
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,Z49835_s_at,-2.4974553284562044,0.02606015838673148,0.1501665691719514,-629.7441077441077,-1.068879936806495,2.4974553284562044
Mucin 6; Gastric (Gb:L07518),HG881-HT881_at,-2.419559596584248,0.02607746004136286,0.1501665691719514,-120.14141414141415,-0.8697636923166892,2.419559596584248
GB DEF = Peripheral myelin protein-22 (PMP22) gene; non-coding exon 1B,U08096_at,-2.320927985024894,0.02607048624424046,0.1501665691719514,-113.3097643097643,-0.603111905132628,2.320927985024894
GB DEF = mRNA (KIAA00167); partial sequence,D28589_at,2.346595879121997,0.026147500671724003,0.1504483715001779,250.72727272727275,0.7037773744084062,2.346595879121997
KIAA0201 gene,D86956_at,2.393585449070119,0.02618621840164355,0.15054963789138456,228.98316498316498,0.8140788196162929,2.393585449070119
RTP,D87953_at,-2.493472401640364,0.0262609150461071,0.1508538748648812,-626.2356902356903,-1.0672524155329688,2.493472401640364
GRO2 GRO2 oncogene,M57731_s_at,-2.602944894492518,0.0262814577896174,0.1508538748648812,-2542.744107744108,-1.4814420959014194,2.602944894492518
Histone stem-loop binding protein (SLBP) mRNA,U75679_at,2.333023609748563,0.026374840015543622,0.15126808887434473,124.8989898989899,0.6769663675724452,2.333023609748563
Type 3 iodothyronine deiodinase,S79854_at,2.483820446346741,0.02640647910146269,0.15132780507582597,177.15488215488216,1.0466662663032618,2.483820446346741
FATTY ACID-BINDING PROTEIN; EPIDERMAL,M94856_at,2.324634843500972,0.026476318367362417,0.1514844892784323,381.6734006734006,0.6563671541095126,2.324634843500972
Type I keratin; hHa5,X90763_at,-2.473647827891402,0.026466851829375027,0.1514844892784323,-135.49494949494948,-1.0211407696709847,2.473647827891402
CD47 CD47 antigen (Rh-related antigen; integrin-associated signal transducer),X69398_at,2.3136708944716196,0.02650798227085624,0.15154403015953016,199.11447811447812,0.5987340173560777,2.3136708944716196
Putative envelope protein; orf similar to env of Type A and Type B retroviruses and to class II HERVs gene extracted from Human endogenous retrovirus HERV-K(HML6) proviral clone HML6.17 putative polymerase and envelope genes; partial cds; and 3'LTR,U60269_cds3_at,-2.3902654030479575,0.02658078676502734,0.1518161639475885,-161.42424242424244,-0.8201785865227783,2.3902654030479575
CX3C chemokine precursor; mRNA; alternatively spliced,U84487_at,2.3123149767688957,0.02661947046352723,0.1518161639475885,50.13131313131313,0.588467605004171,2.3123149767688957
GB DEF = (HLCC85) mRNA for voltage-dependent L-type Ca channel alpha 1 subunit (splice variant),Z34822_f_at,2.4206081814778106,0.026619343955861935,0.1518161639475885,79.98653198653201,0.8921828022638755,2.4206081814778106
GB DEF = Striatum-enriched phosphatase (STEP) mRNA; partial cds,U27831_at,-2.4014485838038118,0.02666812169594062,0.15192187368619514,-223.7811447811448,-0.8489132749897849,2.4014485838038118
U2AF1-RS2 mRNA,D49677_at,2.371798773183913,0.026680626435000184,0.15192187368619514,246.78451178451178,0.7815935591474695,2.371798773183913
Skeletal muscle 165kD protein,X69089_at,2.439766948542519,0.026774676948287834,0.1523357318151189,90.15488215488215,0.9451848612111474,2.439766948542519
GB DEF = EXTL2 (EXTL2) mRNA; partial cds,U76189_at,2.371026739155264,0.026839900154981867,0.15245024742932167,67.48484848484848,0.7852302511699799,2.371026739155264
SSB Sjogren syndrome antigen B (autoantigen La),X14684_s_at,2.3087823299450574,0.026819044370788782,0.15245024742932167,294.8013468013469,0.5911617369389306,2.3087823299450574
CASR Calcium-sensing receptor (hypocalciuric hypercalcemia 1; severe neonatal hyperparathyroidism),U20759_s_at,2.4500489813933743,0.026880342406881377,0.15245024742932167,60.75420875420876,0.9759408893513815,2.4500489813933743
RPLP0 Ribosomal protein; large; P0,Y07707_at,2.3137318800695805,0.026868141723561594,0.15245024742932167,44.622895622895626,0.6386808667546487,2.3137318800695805
ANK3 Ankyrin 3; node of Ranvier (ankyrin G),U43965_at,-2.4322052901485303,0.02694875870841021,0.15245200364462377,-83.49158249158248,-0.9330760708530572,2.4322052901485303
GB DEF = Znf6 mRNA for zinc finger transcription factor,X56465_at,2.3138189390619766,0.02696619113422227,0.15245200364462377,60.42087542087541,0.6446346801652747,2.3138189390619766
LAMA2 Laminin; alpha 2 (merosin; congenital muscular dystrophy),Z26653_at,2.406441842129795,0.026949183614927884,0.15245200364462377,42.85521885521885,0.8706037621155714,2.406441842129795
NMOR2 Quinone oxidoreductase (NQO2),J02888_at,-2.4421612860566384,0.026906694475009044,0.15245200364462377,-136.05050505050502,-0.9565965282762499,2.4421612860566384
Mitogen induced nuclear orphan receptor (MINOR) mRNA,S81243_s_at,-2.3824404272464887,0.027014021834015828,0.15260139592289923,-193.68686868686865,-0.8171731346214504,2.3824404272464887
GB DEF = Transcript ch21=oligomycin sensitivity conferral protein oscp homolog [human; RF1;RF48 stomach cancer cell lines; mRNA; 262 nt],S77356_at,-2.5261724143222004,0.027037182876116055,0.1526113038193439,-1619.6498316498316,-1.2154304037349515,2.5261724143222004
GB DEF = PreC gene; ORF X,L13994_at,2.403336766803483,0.027066259420110938,0.15265455965662253,122.28619528619532,0.8674816816770524,2.403336766803483
K+ channel beta 2 subunit mRNA,U33429_at,-2.4143323525517077,0.02710958409085572,0.1526573657059324,-516.3872053872054,-0.8952963854095548,2.4143323525517077
GB DEF = Telomeric DNA binding protein (orf2),X93512_at,2.337043417872278,0.027093482650825097,0.1526573657059324,187.05387205387206,0.5337003559551986,2.337043417872278
ADP-ribosylation factor-like protein 4 mRNA,U73960_at,-2.563715146908503,0.027150478253843875,0.15276697669428016,-354.6464646464646,-1.3737420422218822,2.563715146908503
Phospholipase c delta 1 mRNA,U09117_at,-2.492003313985973,0.027245027083813624,0.1531545545784893,-482.4074074074074,-1.1128623365188084,2.492003313985973
Motilin gene exon 2 (and joined CDS),X15393_rna1_at,-2.4897247328102416,0.027262327080951457,0.1531545545784893,-365.0303030303029,-1.1066481500886498,2.4897247328102416
Factor VII serine protease precursor mRNA; clone lambda-HVII2463,M13232_s_at,-2.4412915883824176,0.027300294682228214,0.15324708723590938,-93.0,-0.9704714740952811,2.4412915883824176
Laminin-related protein (LamA3) mRNA,L34155_at,2.3858654894170446,0.027421708222212918,0.1538075199969755,131.1380471380471,0.8390749318574499,2.3858654894170446
PRTN3 Proteinase 3 (serine proteinase; neutrophil; Wegener granulomatosis autoantigen),X55668_at,-2.5653882471415144,0.027467122022411326,0.15394112649195782,-618.3838383838383,-1.4083944343458383,2.5653882471415144
GB DEF = NF-kappa-B p65delta3 mRNA; spliced transcript lacking exons 6 and 7; partial cds,U33838_s_at,-2.4409600223000356,0.02750841027940332,0.1540514193887402,-135.006734006734,-0.9782434321195399,2.4409600223000356
Adenylosuccinate synthetase mRNA,X66503_at,2.296452300564061,0.027581114801539963,0.15407767999444008,99.64646464646464,0.5904021683581345,2.296452300564061
Sarcolipin (SLN) mRNA,U96094_at,-2.3281061258683367,0.02759955075787628,0.15407767999444008,-250.82491582491582,-0.710873374660893,2.3281061258683367
VDAC2 Voltage-dependent anion channel 2,L08666_at,-2.4704533431314784,0.027587958424409458,0.15407767999444008,-512.6835016835016,-1.0644514377043286,2.4704533431314784
ABC3 ATP-binding cassette 3,U78735_at,-2.458321315505071,0.027564631267721847,0.15407767999444008,-98.17171717171716,-1.0282456994922882,2.458321315505071
HOMEOBOX PROTEIN HOX-A5,M26679_at,-2.4671659425120445,0.027764551046288433,0.15474414315184037,-122.83838383838385,-1.0632061438397493,2.4671659425120445
GNAI2 Guanine nucleotide binding protein (G protein); alpha inhibiting activity polypeptide 2,X04828_at,-2.5138140408085237,0.02778405151274452,0.15474414315184037,-1011.1245791245791,-1.2177433537921565,2.5138140408085237
Guanine nucleotide regulatory protein (G13) mRNA,L22075_at,-2.5419453744973457,0.027751303427855853,0.15474414315184037,-265.5959595959596,-1.3264661398675837,2.5419453744973457
H2AZ H2AZ histone,M37583_at,2.2946144251031213,0.027913943898567627,0.15534621862052195,683.7306397306397,0.6237032007178447,2.2946144251031213
Homolog of Drosophila enhancer of split m9/m10 mRNA,U04241_at,2.3106174152125947,0.02795448477694393,0.15545048515977636,1386.925925925926,0.679011070017471,2.3106174152125947
(hybridoma H210) anti-hepatitis A IgG variable region; constant region; complementarity-determining regions mRNA,M87789_s_at,-2.5276549238950294,0.028014266605437512,0.1556615016602993,-3996.5387205387206,-1.286455073174616,2.5276549238950294
Cytoskeleton associated protein (CG22) mRNA,D49738_at,2.299433037398965,0.028103838474190013,0.15592841904913643,334.2356902356903,0.6525621390078163,2.299433037398965
Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs,Z84721_cds1_at,-2.5119024663940137,0.028106048320681764,0.15592841904913643,-576.0471380471381,-1.2311737494238961,2.5119024663940137
TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like),M62810_at,2.2885553450668583,0.028151703287677896,0.1560602587386125,89.56228956228955,0.5770709655503037,2.2885553450668583
mRNA encoding GPI-anchored protein p137,Z48042_at,2.2914118283687777,0.02821100974730918,0.15626751242312908,517.3501683501684,0.5624844135582758,2.2914118283687777
GRN Granulin,X62320_at,-2.559059573477138,0.02832828052049763,0.15668381651097746,-3489.7003367003363,-1.4553729267457927,2.559059573477138
ANX6 Annexin VI (p68),Y00097_s_at,2.285060737077916,0.028334439253580396,0.15668381651097746,328.0168350168351,0.6016783844460608,2.285060737077916
CD20 RECEPTOR,X12530_s_at,2.3165119127298213,0.028352100336535405,0.15668381651097746,480.75757575757575,0.5289813270106882,2.3165119127298213
Microtubule-Associated Protein Tau; Alt. Splice 5; Exon 4a,HG2566-HT4867_at,-2.348740901224113,0.028530879812340367,0.15754968410702902,-585.6363636363635,-0.7903038376615847,2.348740901224113
GB DEF = Orphan receptor ROR gamma mRNA,U16997_at,2.333330058533738,0.028590542907598715,0.15775695076491583,125.94612794612794,0.756542796714588,2.333330058533738
Interferon-gamma receptor alpha chain gene,U19247_rna1_s_at,-2.5179151144161365,0.028634554879334036,0.15787760381652927,-310.27609427609434,-1.2906860424526425,2.5179151144161365
CBR Carbonyl reductase,J04056_at,2.4142060382375456,0.0286845463536441,0.1580310131028816,100.35016835016835,0.9552850437708263,2.4142060382375456
RED-SENSITIVE OPSIN,Z68193_at,-2.3508226151484,0.028794518927076632,0.15851438257230063,-90.48484848484847,-0.8037660454732501,2.3508226151484
CYSTATIN A,D88422_at,-2.5474774515631147,0.028958695403381893,0.1588733901582098,-2375.734006734007,-1.454495383153902,2.5474774515631147
PROBABLE G PROTEIN-COUPLED RECEPTOR GPR3,L32831_s_at,-2.329459519946122,0.02896254338464965,0.1588733901582098,-353.6195286195285,-0.7595851867327202,2.329459519946122
GB DEF = Beta adducin,X58199_s_at,-2.4108523595364755,0.028952911291027006,0.1588733901582098,-172.4680134680135,-0.957060295539982,2.4108523595364755
Paired Box Hup1 (Gb:X15250),HG2229-HT2306_at,2.35545970447181,0.028919389349556252,0.1588733901582098,87.13468013468014,0.8187078564167491,2.35545970447181
BTK region clone ftp-3 mRNA,U01923_at,2.2761938471046608,0.028971161061253015,0.1588733901582098,128.92255892255895,0.6070447995979391,2.2761938471046608
GB DEF = MURR1 mRNA; sequence,D85433_at,2.3042179189549366,0.02902658127601405,0.15905495612352358,63.73063973063974,0.7013292311128716,2.3042179189549366
Uridine phosphorylase,X90858_at,-2.539014726995302,0.02904941313686509,0.15905780818180584,-893.6531986531986,-1.4194664711618243,2.539014726995302
Putative tumor suppressor (LUCA15) mRNA,U23946_at,2.291640722620699,0.029127914234054413,0.1592430219130168,160.54882154882154,0.6720634972478589,2.291640722620699
Sodium phosphate transporter (NPT3) mRNA,U90544_at,2.3917404501705177,0.02911840140664955,0.1592430219130168,42.37373737373738,0.9137592933241303,2.3917404501705177
PGY3 P glycoprotein 3/multiple drug resistance 3,M23234_s_at,2.433672361853426,0.029272455387248132,0.15991060111547273,83.94276094276094,1.0343696276645487,2.433672361853426
Hbc647 mRNA sequence,U68494_at,-2.3273393441235797,0.029393120167808016,0.16044682517327974,-87.71717171717171,-0.768469850658644,2.3273393441235797
Extracellular matrix protein collagen type XIV; C-terminus,Y11710_rna1_at,-2.335834689758437,0.029458325437684722,0.16067972612490772,-220.05387205387206,-0.7903781105708504,2.335834689758437
FN1 Fibronectin 1,M76378_at,-2.3903195536967092,0.02950500508074279,0.16068845013034022,-306.949494949495,-0.92453469007768,2.3903195536967092
Homeodomain protein (Prox 1) mRNA,U44060_at,2.364037498612082,0.029503382721896884,0.16068845013034022,48.131313131313135,0.8587594192590291,2.364037498612082
EMR1 Egf-like module containing; mucin-like; hormone receptor-like sequence 1,X81479_at,-2.476803951061777,0.029615680997852008,0.16116808384250914,-141.93602693602693,-1.1940081107545093,2.476803951061777
DDH1 Dihydrodiol dehydrogenase,D17793_at,-2.455457302294355,0.029685204975455567,0.1613072584978289,-305.3602693602694,-1.1228312800039315,2.455457302294355
TAP1 Transporter 1; ABC (ATP binding cassette),X57522_at,2.2731150989661826,0.02969204800599619,0.1613072584978289,253.08080808080808,0.5477843610229961,2.2731150989661826
ALDEHYDE OXIDASE,L11005_at,2.3490233714311506,0.029709135980873803,0.1613072584978289,53.47811447811448,0.8295993666267252,2.3490233714311506
Zinc finger protein; clone RES4-26,AB000468_at,2.2679316676738406,0.029747093628779062,0.1613904341549208,294.83501683501686,0.6222265184385515,2.2679316676738406
Ninjurin1 mRNA,U72661_at,-2.517277760973169,0.029922626083402726,0.1618500768957345,-1018.2053872053872,-1.3871291919308915,2.517277760973169
CYTOCHROME C OXIDASE POLYPEPTIDE VIA-LIVER PRECURSOR,X15341_at,2.2833723727272894,0.029863947761854383,0.1618500768957345,1160.8619528619533,0.676822900415501,2.2833723727272894
GB DEF = Selenoprotein W (selW) mRNA,U67171_at,2.2842297428616076,0.02989998194823509,0.1618500768957345,1108.2121212121212,0.529732222519383,2.2842297428616076
Transcription Factor Iiia,HG4312-HT4582_s_at,2.270999001661373,0.029893160880731188,0.1618500768957345,1175.3367003367007,0.5455475079648486,2.270999001661373
HD Huntingtin (Huntington disease),Z49208_at,-2.3348134931451994,0.029970863659136204,0.1619173913166127,-30.791245791245792,-0.8044603613552714,2.3348134931451994
PROTEASOME BETA CHAIN PRECURSOR,D26600_at,2.2703969835990243,0.029980496077700765,0.1619173913166127,421.5454545454545,0.6433834090707191,2.2703969835990243
FGL1 Fibrinogen-like 1,Z36531_at,-2.432898056031486,0.0301592962241625,0.1627597447252494,-113.16835016835017,-1.0732818092379863,2.432898056031486
AQP2 Aquaporin 2 (collecting duct),D31846_at,-2.330617353483495,0.030194508073742205,0.16282651139009696,-409.07070707070693,-0.8017298677901114,2.330617353483495
